Municipality,Agriculture,CommercialServices,Domestic,Industry,PublicBuildings,PublicLighting,Total
Vila Nova de Foz Coa,583926.0,3862919.0,7530641.0,5989858.0,1699083.0,2211255.0,23449261.0
Vila Nova de Gaia,3683614.0,281020251.0,333835652.0,422421273.0,26741815.0,29806839.0,1161247164.0
Vila Nova de Paiva,782331.0,2692422.0,4321206.0,590247.0,1619322.0,946152.0,12217684.0
Vila Nova de Poiares,212501.0,5382829.0,9265244.0,4541198.0,914601.0,372211.0,21380268.0
Vila Pouca de Aguiar,330455.0,17319502.0,11593399.0,16957463.0,3822964.0,3568560.0,56133106.0
Vila Praia da Vitoria,590141.0,30038818.0,22747113.0,8130143.0,2025941.0,2015781.0,65549299.0
Vila Real,3154260.0,57856826.0,51241554.0,25086756.0,12529857.0,8189051.0,165698544.0
Vila Real de Santo Antonio,740070.0,35391002.0,27966410.0,4840931.0,2864510.0,3270555.0,78203665.0
Vila Velha de Rodao,3426340.0,8937032.0,3849919.0,235650350.0,720191.0,1063056.0,254015302.0
Vila Verde,2090685.0,23526150.0,40335764.0,23619003.0,3971265.0,7603959.0,110751058.0
Vila Vicosa,1494191.0,6976827.0,9215136.0,15915977.0,1583814.0,1020792.0,37660872.0
Vila de Rei,966285.0,2170733.0,3180603.0,778563.0,1573151.0,851162.0,10024355.0
Vila do Bispo,501788.0,13208016.0,16468277.0,984464.0,1359276.0,1586932.0,34889980.0
Vila do Conde,5010431.0,82617645.0,84250757.0,160460877.0,5974485.0,12083863.0,364444264.0
Vila do Porto,171230.0,8182154.0,6066438.0,1378332.0,1845113.0,1518647.0,19161914.0
Vimioso,57365.0,1879715.0,4545169.0,433965.0,1844339.0,1065230.0,10813113.0
Vinhais,134127.0,3069225.0,8048556.0,1444355.0,1912260.0,2743958.0,18740168.0
Viseu,4665330.0,111365594.0,99861390.0,52979514.0,20935278.0,14172112.0,321443319.0
Vizela,356229.0,16403870.0,20976775.0,41728919.0,1746297.0,2223929.0,87220365.0
Vouzela,816220.0,5368585.0,9282109.0,5046808.0,1325997.0,737661.0,23706392.0
